availablecapacity;freeparking;isopennow;occupation;totalcapacity;timestamp
376;0;1;23;489;20221201070001
367;0;1;24;489;20221201070501
367;0;1;24;489;20221201071001
367;0;1;24;489;20221201071501
359;0;1;26;489;20221201072001
352;0;1;28;489;20221201072501
347;0;1;29;489;20221201073001
352;0;1;28;489;20221201073501
341;0;1;30;489;20221201074001
326;0;1;33;489;20221201074501
318;0;1;34;489;20221201075001
318;0;1;34;489;20221201075501
308;0;1;37;489;20221201080001
296;0;1;39;489;20221201080501
276;0;1;43;489;20221201081001
276;0;1;43;489;20221201081501
268;0;1;45;489;20221201082001
265;0;1;45;489;20221201082501
266;0;1;45;489;20221201083001
265;0;1;45;489;20221201083501
261;0;1;46;489;20221201084001
261;0;1;46;489;20221201084501
261;0;1;46;489;20221201085001
260;0;1;46;489;20221201085501
256;0;1;47;489;20221201090001
256;0;1;47;489;20221201090501
251;0;1;48;489;20221201091001
250;0;1;48;489;20221201091501
248;0;1;49;489;20221201092001
250;0;1;48;489;20221201092501
247;0;1;49;489;20221201093001
243;0;1;50;489;20221201093501
237;0;1;51;489;20221201094001
239;0;1;51;489;20221201094501
238;0;1;51;489;20221201095001
239;0;1;51;489;20221201095501
236;0;1;51;489;20221201100001
236;0;1;51;489;20221201100501
224;0;1;54;489;20221201101001
224;0;1;54;489;20221201101501
225;0;1;53;489;20221201102001
217;0;1;55;489;20221201102501
219;0;1;55;489;20221201103001
219;0;1;55;489;20221201103501
217;0;1;55;489;20221201104001
210;0;1;57;489;20221201104501
210;0;1;57;489;20221201105001
208;0;1;57;489;20221201105501
205;0;1;58;489;20221201110001
209;0;1;57;489;20221201110501
209;0;1;57;489;20221201111001
205;0;1;58;489;20221201111501
211;0;1;56;489;20221201112001
211;0;1;56;489;20221201112501
211;0;1;56;489;20221201113001
215;0;1;56;489;20221201113501
215;0;1;56;489;20221201114001
215;0;1;56;489;20221201114501
212;0;1;56;489;20221201115001
201;0;1;58;489;20221201115501
205;0;1;58;489;20221201120001
197;0;1;59;489;20221201120501
196;0;1;59;489;20221201121001
204;0;1;58;489;20221201121501
204;0;1;58;489;20221201122001
200;0;1;59;489;20221201122501
200;0;1;59;489;20221201123001
200;0;1;59;489;20221201123501
202;0;1;58;489;20221201124001
201;0;1;58;489;20221201124501
206;0;1;57;489;20221201125001
200;0;1;59;489;20221201125501
206;0;1;57;489;20221201130001
205;0;1;58;489;20221201130501
203;0;1;58;489;20221201131001
197;0;1;59;489;20221201131501
195;0;1;60;489;20221201132001
193;0;1;60;489;20221201132501
190;0;1;61;489;20221201133001
190;0;1;61;489;20221201133501
192;0;1;60;489;20221201134001
191;0;1;60;489;20221201134501
197;0;1;59;489;20221201135001
199;0;1;59;489;20221201135501
205;0;1;58;489;20221201140001
208;0;1;57;489;20221201140501
212;0;1;56;489;20221201141001
207;0;1;57;489;20221201141502
207;0;1;57;489;20221201142001
209;0;1;57;489;20221201142501
211;0;1;56;489;20221201143001
211;0;1;56;489;20221201143501
211;0;1;56;489;20221201144001
214;0;1;56;489;20221201144501
217;0;1;55;489;20221201145001
