availablecapacity;freeparking;isopennow;occupation;totalcapacity;timestamp
47;0;1;21;60;20221202075001
49;0;1;18;60;20221202075501
47;0;1;21;60;20221202080001
46;0;1;23;60;20221202080501
42;0;1;30;60;20221202081001
42;0;1;30;60;20221202081501
42;0;1;30;60;20221202082001
41;0;1;31;60;20221202082501
41;0;1;31;60;20221202083001
41;0;1;31;60;20221202083501
40;0;1;33;60;20221202084001
40;0;1;33;60;20221202084501
36;0;1;40;60;20221202085001
37;0;1;38;60;20221202085501
36;0;1;40;60;20221202090001
34;0;1;43;60;20221202090501
32;0;1;46;60;20221202091001
32;0;1;46;60;20221202091501
32;0;1;46;60;20221202092001
32;0;1;46;60;20221202092501
32;0;1;46;60;20221202093001
32;0;1;46;60;20221202093501
32;0;1;46;60;20221202094001
33;0;1;45;60;20221202094501
34;0;1;43;60;20221202095001
36;0;1;40;60;20221202095501
39;0;1;35;60;20221202103628
39;0;1;35;60;20221202104001
39;0;1;35;60;20221202104501
39;0;1;35;60;20221202105001
39;0;1;35;60;20221202105501
40;0;1;33;60;20221202110001
41;0;1;31;60;20221202110501
43;0;1;28;60;20221202111001
41;0;1;31;60;20221202111501
43;0;1;28;60;20221202112001
44;0;1;26;60;20221202112501
44;0;1;26;60;20221202113001
46;0;1;23;60;20221202113501
47;0;1;21;60;20221202114001
47;0;1;21;60;20221202114501
45;0;1;25;60;20221202115001
45;0;1;25;60;20221202115501
45;0;1;25;60;20221202120001
47;0;1;21;60;20221202120501
47;0;1;21;60;20221202121001
47;0;1;21;60;20221202121501
47;0;1;21;60;20221202122001
47;0;1;21;60;20221202122501
47;0;1;21;60;20221202123001
49;0;1;18;60;20221202123501
47;0;1;21;60;20221202124001
48;0;1;20;60;20221202124500
48;0;1;20;60;20221202125001
49;0;1;18;60;20221202125501
47;0;1;21;60;20221202130001
47;0;1;21;60;20221202130501
47;0;1;21;60;20221202131001
46;0;1;23;60;20221202131501
46;0;1;23;60;20221202132001
45;0;1;25;60;20221202132501
45;0;1;25;60;20221202133001
45;0;1;25;60;20221202133501
45;0;1;25;60;20221202134001
44;0;1;26;60;20221202134501
44;0;1;26;60;20221202135001
44;0;1;26;60;20221202135501
44;0;1;26;60;20221202140001
44;0;1;26;60;20221202140501
45;0;1;25;60;20221202141001
45;0;1;25;60;20221202141501
45;0;1;25;60;20221202142001
45;0;1;25;60;20221202142501
45;0;1;25;60;20221202143001
45;0;1;25;60;20221202143501
45;0;1;25;60;20221202144001
44;0;1;26;60;20221202144501
44;0;1;26;60;20221202145001
44;0;1;26;60;20221202145501
